,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9283,207935.0,339350.0,131415.0,1
1,2,4621,108093.0,185646.0,77552.5,1
2,3,7749,212734.0,337859.0,125125.0,1
3,4,7490,164563.0,257133.0,92570.7,1
4,5,5182,84981.6,138890.0,53908.1,1
5,6,7037,116455.0,202820.0,86365.3,1
6,7,8784,195413.0,333762.0,138349.0,1
7,8,6641,103670.0,173644.0,69974.2,1
8,9,6784,154728.0,261336.0,106608.0,1
9,10,4857,140789.0,237348.0,96559.0,1
10,11,8347,179352.0,302680.0,123328.0,1
11,12,8610,120028.0,188195.0,68167.8,1
12,13,8131,130342.0,213753.0,83411.3,1
13,14,12093,233642.0,389970.0,156328.0,1
14,15,7831,158158.0,262088.0,103930.0,1
