,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10652,224530.0,261880.0,37349.5,1
1,2,9319,217761.0,253541.0,35780.2,1
2,3,12366,269372.0,309770.0,40397.5,1
3,4,16777,375129.0,430149.0,55020.6,1
4,5,11285,269091.0,320113.0,51022.1,1
5,6,11809,198953.0,235891.0,36937.9,1
6,7,10995,196632.0,236936.0,40303.7,1
7,8,14302,282446.0,331507.0,49061.1,1
8,9,7368,228844.0,267112.0,38267.9,1
9,10,6572,180091.0,208679.0,28588.4,1
10,11,14961,326144.0,385766.0,59622.0,1
11,12,14709,252751.0,294789.0,42037.6,1
12,13,6194,176111.0,203627.0,27515.8,1
13,14,16656,368145.0,418175.0,50030.7,1
14,15,14859,314166.0,355121.0,40954.6,1
