,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9071,180465.0,191711.0,11246.0,1
1,2,16813,392136.0,430170.0,38034.7,1
2,3,15653,261652.0,285352.0,23700.3,1
3,4,16982,244664.0,266311.0,21647.5,1
4,5,15929,412052.0,447566.0,35513.5,1
5,6,8881,210925.0,229704.0,18779.5,1
6,7,18644,401265.0,429572.0,28307.1,1
7,8,17745,354719.0,382889.0,28170.2,1
8,9,17172,384674.0,408801.0,24126.9,1
9,10,9567,182537.0,196227.0,13690.1,1
10,11,13176,277734.0,301355.0,23621.0,1
11,12,15134,297000.0,313954.0,16953.7,1
12,13,12789,222747.0,237900.0,15153.5,1
13,14,12952,304759.0,330484.0,25724.5,1
14,15,14711,351962.0,372404.0,20442.2,1
