,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,7652,205647.0,262924.0,57277.0,1
1,2,9856,250296.0,303530.0,53233.7,1
2,3,12693,273184.0,332293.0,59109.4,1
3,4,10457,252734.0,314179.0,61445.4,1
4,5,15553,317477.0,372965.0,55487.5,1
5,6,7225,187294.0,226364.0,39070.7,1
6,7,10231,181082.0,224169.0,43086.9,1
7,8,13871,257122.0,317894.0,60772.7,1
8,9,15736,217190.0,269943.0,52753.2,1
9,10,11055,261900.0,323738.0,61837.9,1
10,11,10227,241141.0,300834.0,59693.1,1
11,12,12483,298960.0,361520.0,62560.3,1
12,13,14616,342697.0,411683.0,68985.5,1
13,14,10532,190263.0,225098.0,34834.9,1
14,15,8729,147177.0,180616.0,33439.2,1
