,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,14027,284332.0,400888.0,116557.0,1
1,2,14826,253682.0,356301.0,102620.0,1
2,3,11564,178017.0,244603.0,66587.0,1
3,4,12989,258363.0,359965.0,101602.0,1
4,5,17551,333952.0,462824.0,128872.0,1
5,6,10039,204386.0,282899.0,78512.6,1
6,7,17852,356430.0,482306.0,125877.0,1
7,8,13561,245894.0,333251.0,87356.9,1
8,9,6155,118144.0,162279.0,44134.8,1
9,10,10778,201697.0,278565.0,76867.7,1
10,11,14252,280490.0,395079.0,114589.0,1
11,12,8799,210607.0,292314.0,81706.4,1
12,13,16937,368623.0,512683.0,144061.0,1
13,14,9183,172089.0,235835.0,63746.5,1
14,15,12665,216798.0,291324.0,74525.7,1
