,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10766,224560.0,252447.0,27886.7,1
1,2,7461,174625.0,200291.0,25665.9,1
2,3,17089,398820.0,455437.0,56616.8,1
3,4,21381,424188.0,500116.0,75927.2,1
4,5,11803,219195.0,253863.0,34667.5,1
5,6,13252,209136.0,252054.0,42918.4,1
6,7,5287,146314.0,168580.0,22265.8,1
7,8,13534,264329.0,309124.0,44794.5,1
8,9,7500,190717.0,225190.0,34472.8,1
9,10,12299,321800.0,370389.0,48589.8,1
10,11,18169,337622.0,395529.0,57907.1,1
11,12,17694,406620.0,474936.0,68316.5,1
12,13,15456,291727.0,339374.0,47647.7,1
13,14,11126,239428.0,275802.0,36374.3,1
14,15,8117,189304.0,217891.0,28586.7,1
