,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11427,190198.0,261871.0,71673.5,1
1,2,8016,224721.0,299835.0,75114.7,1
2,3,13504,246416.0,325032.0,78616.1,1
3,4,12260,240940.0,324807.0,83867.9,1
4,5,12511,296288.0,390745.0,94457.2,1
5,6,10004,253691.0,339623.0,85932.3,1
6,7,9521,140084.0,193367.0,53282.5,1
7,8,12485,237062.0,320264.0,83202.2,1
8,9,8807,180739.0,244776.0,64036.6,1
9,10,6819,188062.0,256192.0,68129.0,1
10,11,14142,191023.0,261791.0,70767.9,1
11,12,16670,301885.0,415640.0,113755.0,1
12,13,11654,219366.0,300282.0,80916.6,1
13,14,7359,125756.0,170991.0,45234.2,1
14,15,14815,320499.0,422976.0,102477.0,1
