,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11981,215433.0,308711.0,93278.1,1
1,2,9405,231374.0,330001.0,98626.5,1
2,3,6455,117189.0,166776.0,49586.6,1
3,4,8837,212844.0,300444.0,87600.0,1
4,5,6661,148090.0,219155.0,71065.3,1
5,6,7357,158418.0,229878.0,71460.1,1
6,7,11014,190709.0,270706.0,79997.1,1
7,8,9118,176827.0,244098.0,67270.7,1
8,9,10156,174900.0,254282.0,79381.6,1
9,10,16058,300073.0,428044.0,127971.0,1
10,11,4774,114508.0,159994.0,45486.3,1
11,12,9945,253096.0,352645.0,99548.9,1
12,13,9265,168829.0,240903.0,72073.6,1
13,14,14726,232413.0,328944.0,96531.0,1
14,15,10335,214178.0,311992.0,97814.4,1
