,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,12907,249208.0,429495.0,180287.0,1
1,2,11302,185931.0,303666.0,117736.0,1
2,3,6640,114090.0,196350.0,82259.3,1
3,4,7801,145149.0,233809.0,88659.3,1
4,5,6681,166808.0,266183.0,99374.6,1
5,6,4684,125075.0,205679.0,80604.0,1
6,7,6437,133243.0,214902.0,81658.8,1
7,8,5090,134227.0,218296.0,84069.0,1
8,9,14069,171527.0,303407.0,131880.0,1
9,10,10658,212900.0,342370.0,129469.0,1
10,11,8449,209794.0,352264.0,142471.0,1
11,12,5196,113017.0,184553.0,71535.6,1
12,13,11295,189671.0,311014.0,121342.0,1
13,14,2931,100795.0,162336.0,61540.7,1
14,15,11045,170002.0,294091.0,124088.0,1
