,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8516,218733.0,280875.0,62142.1,1
1,2,12251,239611.0,310327.0,70716.2,1
2,3,9925,214303.0,270037.0,55733.9,1
3,4,13205,228384.0,297313.0,68929.1,1
4,5,16082,306624.0,385797.0,79172.1,1
5,6,10570,219588.0,286934.0,67345.9,1
6,7,12419,249544.0,321598.0,72054.9,1
7,8,9442,162805.0,211377.0,48571.4,1
8,9,8535,149363.0,191311.0,41947.8,1
9,10,12329,210155.0,276276.0,66121.8,1
10,11,10759,304238.0,401181.0,96943.5,1
11,12,10532,238502.0,314598.0,76096.3,1
12,13,12053,263086.0,342767.0,79680.7,1
13,14,7293,158461.0,203222.0,44761.4,1
14,15,12449,238711.0,304762.0,66051.5,1
