,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11022,203107.0,220171.0,17064.3,1
1,2,11676,309760.0,331403.0,21642.5,1
2,3,9268,291914.0,307254.0,15340.9,1
3,4,11882,277483.0,305200.0,27716.8,1
4,5,9833,230638.0,245659.0,15021.4,1
5,6,14770,342518.0,361102.0,18584.6,1
6,7,17011,369360.0,395739.0,26379.2,1
7,8,7591,177957.0,193318.0,15361.1,1
8,9,11607,215770.0,231373.0,15603.2,1
9,10,18249,323875.0,342227.0,18352.2,1
10,11,13367,335201.0,365255.0,30053.6,1
11,12,16431,373662.0,413992.0,40330.4,1
12,13,12734,271461.0,290138.0,18677.1,1
13,14,17733,335895.0,362893.0,26997.7,1
14,15,8260,157429.0,169091.0,11661.5,1
