,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,15651,273305.0,333120.0,59814.3,1
1,2,11991,254623.0,317385.0,62761.9,1
2,3,12219,231593.0,283395.0,51801.6,1
3,4,7405,158637.0,192582.0,33945.0,1
4,5,16846,333326.0,420465.0,87139.5,1
5,6,7984,202065.0,251771.0,49706.2,1
6,7,12583,301294.0,368402.0,67108.4,1
7,8,10143,239212.0,301821.0,62608.4,1
8,9,8805,182597.0,221363.0,38766.4,1
9,10,11032,225780.0,275706.0,49926.5,1
10,11,9481,223169.0,265453.0,42283.5,1
11,12,14512,297538.0,371642.0,74104.1,1
12,13,7989,171979.0,214211.0,42231.1,1
13,14,16251,313653.0,390815.0,77162.3,1
14,15,10513,180036.0,229015.0,48979.4,1
