,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8751,193198.0,256570.0,63371.8,1
1,2,8882,247240.0,321735.0,74495.7,1
2,3,7788,118877.0,154807.0,35929.8,1
3,4,11683,214740.0,280448.0,65707.4,1
4,5,12104,282599.0,370761.0,88161.2,1
5,6,11571,251612.0,326903.0,75290.9,1
6,7,9900,228948.0,294677.0,65729.4,1
7,8,6145,133048.0,176736.0,43688.6,1
8,9,10680,208621.0,286843.0,78221.9,1
9,10,8323,153124.0,214330.0,61205.8,1
10,11,9860,214648.0,287925.0,73276.2,1
11,12,13516,337851.0,447341.0,109489.0,1
12,13,17951,283658.0,383016.0,99357.7,1
13,14,14085,338946.0,443292.0,104346.0,1
14,15,17260,333693.0,445340.0,111647.0,1
