,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8003,151604.0,204738.0,53134.1,1
1,2,10012,234080.0,313826.0,79745.6,1
2,3,10089,205071.0,270047.0,64975.4,1
3,4,8347,199004.0,260859.0,61855.7,1
4,5,11186,281504.0,364425.0,82921.0,1
5,6,11141,188559.0,255528.0,66969.1,1
6,7,13388,316590.0,436294.0,119704.0,1
7,8,6909,171639.0,228884.0,57245.6,1
8,9,11520,215662.0,286321.0,70659.3,1
9,10,14451,249067.0,343672.0,94605.2,1
10,11,6677,209794.0,268200.0,58405.5,1
11,12,10091,203437.0,280798.0,77360.8,1
12,13,9296,195331.0,262004.0,66672.9,1
13,14,10942,245558.0,321426.0,75868.5,1
14,15,11772,254232.0,335120.0,80887.8,1
