,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,6965,139566.0,214901.0,75335.2,1
1,2,9614,209071.0,326068.0,116998.0,1
2,3,8192,154372.0,232184.0,77812.3,1
3,4,7833,213205.0,317703.0,104498.0,1
4,5,7391,170722.0,262351.0,91628.4,1
5,6,13559,230549.0,340994.0,110445.0,1
6,7,4710,115243.0,175810.0,60567.8,1
7,8,5628,167036.0,247612.0,80575.4,1
8,9,9174,175431.0,261934.0,86502.6,1
9,10,5453,80325.4,119576.0,39250.9,1
10,11,6910,170451.0,261044.0,90592.3,1
11,12,7950,170212.0,254599.0,84387.1,1
12,13,7746,218559.0,339944.0,121385.0,1
13,14,6564,142859.0,230625.0,87766.5,1
14,15,5253,149732.0,224247.0,74514.9,1
