,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,20857,420682.0,539818.0,119135.0,1
1,2,11042,272449.0,337610.0,65161.3,1
2,3,13544,314445.0,395900.0,81454.6,1
3,4,9884,297722.0,371875.0,74153.4,1
4,5,8718,200642.0,255775.0,55133.5,1
5,6,8324,124241.0,161336.0,37094.9,1
6,7,10590,195679.0,243643.0,47964.6,1
7,8,9959,265025.0,335012.0,69986.9,1
8,9,5955,116280.0,142585.0,26304.7,1
9,10,10348,195722.0,245928.0,50206.9,1
10,11,14467,306243.0,400236.0,93992.5,1
11,12,8510,212424.0,273053.0,60629.1,1
12,13,12382,259834.0,330642.0,70807.7,1
13,14,10532,241666.0,312399.0,70733.5,1
14,15,12084,301208.0,370387.0,69178.5,1
