,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10081,167712.0,247630.0,79918.6,1
1,2,14541,218000.0,306800.0,88799.8,1
2,3,9090,148623.0,211569.0,62946.1,1
3,4,5473,115558.0,162776.0,47217.9,1
4,5,5137,153382.0,214020.0,60638.4,1
5,6,8731,230599.0,314353.0,83753.4,1
6,7,6838,162822.0,234059.0,71237.3,1
7,8,12121,284009.0,404426.0,120417.0,1
8,9,8699,204355.0,285918.0,81563.8,1
9,10,10042,237305.0,318354.0,81049.2,1
10,11,13119,195897.0,271013.0,75115.8,1
11,12,13683,281684.0,397628.0,115944.0,1
12,13,7636,121102.0,175753.0,54650.8,1
13,14,9477,181065.0,258813.0,77748.0,1
14,15,7042,150635.0,223429.0,72793.9,1
