,idVenda,Quantidade,vendaValor,Departamento,prodLucro,Produto_idProduto,Cliente_idCliente
0,1,4,168.96,2,0.0,242,2
1,2,4,93.12,2,0.0,30,2
2,3,2,108.48,7,0.0,104,2
3,4,3,171.9,5,0.0,94,3
4,5,1,2.54,12,0.0,97,3
5,6,4,42.84,5,0.0,235,3
6,7,1,64.01,7,0.0,237,4
7,8,3,139.98,1,0.0,203,4
8,9,1,56.37,15,0.0,194,4
9,10,2,132.46,10,0.0,207,5
10,11,4,166.96,12,0.0,48,5
11,12,1,59.93,8,0.0,200,5
12,13,1,40.47,15,0.0,110,6
13,14,3,174.63,11,0.0,137,6
14,15,3,92.34,2,0.0,228,6
15,16,1,5.4,12,0.0,95,7
16,17,2,103.02,14,0.0,31,7
17,18,1,11.17,3,0.0,143,7
18,19,2,52.4,9,0.0,190,8
19,20,2,70.66,4,0.0,149,8
20,21,4,12.08,7,0.0,119,8
21,22,2,99.66,13,0.0,181,9
22,23,1,47.72,3,0.0,6,9
23,24,4,144.92,11,0.0,193,9
24,25,2,121.78,12,0.0,231,14
25,26,2,66.84,7,0.0,92,14
26,27,2,94.88,10,0.0,101,14
27,28,4,229.2,5,171.9,94,20
28,29,1,9.52,11,0.0,67,20
29,30,1,57.06,12,0.0,176,20
30,31,2,68.12,1,0.0,177,22
31,32,3,151.8,2,0.0,38,22
32,33,3,56.94,5,0.0,35,22
33,34,4,93.12,2,93.12,30,25
34,35,1,41.33,8,0.0,22,25
35,36,3,67.17,8,0.0,65,25
36,37,4,92.24,3,0.0,223,26
37,38,2,119.86,8,59.93,200,26
38,39,4,32.24,14,0.0,211,26
39,40,1,8.93,1,0.0,236,28
40,41,4,95.04,13,0.0,145,28
41,42,1,21.03,3,0.0,180,28
42,43,1,34.06,1,68.12,177,29
43,44,3,125.22,12,166.96,48,29
44,45,4,63.2,13,0.0,159,29
45,46,3,139.98,1,139.98,203,31
46,47,3,174.63,11,174.63,137,31
47,48,3,71.28,13,95.04,145,31
48,49,1,31.01,1,0.0,91,32
49,50,1,48.37,14,0.0,20,32
50,51,4,215.76,7,0.0,202,32
51,52,4,209.56,12,0.0,55,33
52,53,3,32.58,5,0.0,69,33
53,54,1,7.75,10,0.0,129,33
54,55,2,21.38,5,0.0,232,37
55,56,1,50.6,2,151.8,38,37
56,57,4,235.56,11,0.0,224,37
57,58,2,76.32,12,0.0,147,39
58,59,3,131.82,5,0.0,247,39
59,60,2,100.46,8,0.0,52,39
60,61,2,93.7,11,0.0,230,40
61,62,2,45.92,11,0.0,32,40
62,63,3,32.13,5,42.84,235,40
63,64,1,48.37,14,48.37,20,41
64,65,4,38.08,11,9.52,67,41
65,66,2,6.04,7,12.08,119,41
66,67,3,15.36,14,0.0,169,42
67,68,2,31.34,7,0.0,131,42
68,69,3,160.71,5,0.0,74,42
69,70,4,103.0,3,0.0,93,43
70,71,3,40.44,4,0.0,221,43
71,72,4,139.64,14,0.0,158,43
72,73,3,32.07,5,21.38,232,47
73,74,1,53.18,3,0.0,132,47
74,75,2,35.12,2,0.0,167,47
75,76,3,154.53,14,103.02,31,48
76,77,2,41.14,14,0.0,14,48
77,78,1,5.79,8,0.0,9,48
78,79,2,99.26,7,0.0,113,49
79,80,3,25.95,8,0.0,56,49
80,81,3,78.6,9,52.4,190,49
81,82,3,196.83,8,0.0,154,1
82,83,2,4.88,9,0.0,21,1
