,idProduto,prodValor,prodEstoque,prodVendas,prodCusto,prodCustoAcum,prodGanhoAcum,prodLucro,Departamento_idDepartamento
0,1,69.1,34,193,46.69,8030.68,13336.3,5305.62,7
1,2,53.66,32,347,36.26,11458.2,18620.0,7161.86,14
2,3,37.98,95,463,25.66,12650.4,17584.7,4934.36,14
3,4,17.4,49,753,11.76,9137.52,13102.2,3964.68,12
4,5,27.08,82,647,18.3,12663.6,17520.8,4857.16,1
5,6,24.97,93,584,16.87,10729.3,14582.5,3853.16,4
6,7,59.32,115,268,40.08,12985.9,15897.8,2911.84,5
7,8,47.18,62,414,31.88,13835.9,19532.5,7067.44,1
8,9,46.96,44,387,31.73,12660.3,18173.5,5513.25,10
9,10,45.72,27,408,30.89,12356.0,18653.8,6297.76,14
10,11,53.04,138,370,35.84,16522.2,19624.8,3102.56,9
11,12,39.07,130,441,26.4,13939.2,17229.9,3290.67,2
12,13,48.14,28,387,32.53,11840.9,18630.2,6789.26,1
13,14,41.2,82,449,27.84,13196.2,18498.8,5302.64,6
14,15,8.7,43,1045,5.88,6150.48,9091.5,2941.02,2
15,16,61.36,104,266,41.46,13308.7,16321.8,3013.1,7
16,17,26.65,152,611,18.01,12553.0,16283.1,6143.52,7
17,18,66.01,75,229,44.6,12398.8,15116.3,2717.49,10
18,19,73.75,122,191,49.83,14151.7,14086.2,-65.4707,15
19,20,68.27,36,206,46.13,8764.7,14063.6,5298.92,12
20,21,50.78,36,314,34.31,9812.66,15944.9,6132.26,10
21,22,49.03,55,362,33.13,12589.4,17748.9,6352.14,14
22,23,18.91,22,879,12.78,10735.2,16621.9,5886.69,2
23,24,15.88,58,830,10.73,9302.91,13180.4,3877.49,8
24,25,49.2,149,390,33.24,16553.5,19188.0,6922.44,6
25,26,59.35,29,282,40.1,10506.2,16736.7,6230.5,12
26,27,70.15,58,223,47.4,11044.2,15643.5,4599.25,9
27,28,59.36,101,318,40.11,15843.5,18876.5,3033.03,3
28,29,63.97,51,264,43.22,10805.0,16888.1,6083.08,9
29,30,7.13,54,1030,4.82,4926.04,7343.9,2417.86,5
30,31,67.61,39,207,45.68,9318.72,13995.3,4676.55,4
31,32,43.38,27,418,29.31,11049.9,18132.8,7082.97,2
32,33,58.46,42,309,39.5,12482.0,18064.1,5582.14,6
33,34,9.12,66,948,6.16,5993.68,8645.76,2652.08,14
34,35,4.77,27,961,3.22,3110.52,4583.97,1473.45,8
35,36,40.83,39,456,27.59,11863.7,18618.5,6754.78,4
36,37,44.9,24,344,30.34,9284.04,15445.6,6161.56,10
37,38,53.09,133,285,35.87,13343.6,15130.7,1787.01,4
38,39,21.28,68,714,14.38,10885.7,15193.9,4308.26,8
39,40,16.72,94,827,11.3,9932.7,13827.4,3894.74,14
40,41,61.88,22,284,41.81,10912.4,17573.9,6661.51,15
41,42,22.04,75,713,14.89,11301.5,15714.5,4413.01,11
42,43,53.8,150,324,36.35,15666.8,17431.2,1764.35,11
43,44,29.42,77,599,19.88,12166.6,17622.6,5456.02,6
44,45,27.37,66,666,18.49,12887.5,18228.4,5340.89,10
45,46,66.79,78,231,45.13,11147.1,15428.5,4281.38,1
46,47,61.75,143,305,41.72,17605.8,18833.8,1227.91,8
47,48,63.26,22,252,42.74,10343.1,15941.5,5598.44,5
48,49,59.58,93,257,40.26,13205.3,15312.1,2106.78,4
49,50,53.4,59,284,36.08,11004.4,15165.6,4161.2,11
50,51,62.16,63,287,42.0,12516.0,17839.9,5323.92,13
51,52,41.26,49,433,27.88,12518.1,17865.6,5347.46,2
52,53,46.0,113,426,31.08,15167.0,19596.0,4428.96,15
53,54,27.62,50,684,18.66,13174.0,18892.1,5718.12,7
54,55,31.35,45,542,21.18,11246.6,16991.7,5745.12,4
55,56,59.44,93,295,40.16,13815.0,17534.8,3719.76,3
56,57,9.01,39,1092,6.09,6650.28,9838.92,3188.64,9
57,58,23.09,35,758,15.6,11388.0,17502.2,6114.22,14
58,59,29.1,59,619,19.66,11992.6,18012.9,6020.3,12
59,60,69.94,73,260,47.26,12476.6,18184.4,5707.76,12
60,61,3.11,55,1206,2.1,2580.9,3750.66,1169.76,8
61,62,45.67,112,378,30.86,13516.7,17263.3,3746.58,15
62,63,67.15,114,234,45.37,13792.5,15713.1,1920.62,8
63,64,72.16,145,192,48.76,15456.9,13854.7,-1602.2,11
64,65,37.4,110,576,25.27,15819.0,21542.4,5723.38,14
65,66,15.38,128,835,10.39,9579.58,12842.3,3262.72,12
66,67,73.64,38,188,49.76,8508.96,13844.3,5335.36,9
67,68,67.75,38,228,45.78,10117.4,15447.0,5329.62,1
68,69,71.82,43,206,48.53,10239.8,14794.9,4555.09,12
69,70,32.62,140,491,22.04,12386.5,16016.4,3629.94,6
70,71,22.53,92,789,15.22,12373.9,17776.2,5402.31,8
71,72,23.59,78,730,15.94,12512.9,17220.7,4707.8,14
72,73,41.03,22,425,27.72,10561.3,17437.8,6876.43,3
73,74,40.26,156,497,27.2,16401.6,20009.2,3607.62,13
74,75,2.86,90,1102,1.93,2169.32,3151.72,982.4,1
75,76,44.18,25,391,29.85,11343.0,17274.4,5931.38,2
76,77,29.67,21,649,20.05,12751.8,19255.8,6504.03,10
77,78,63.92,26,297,43.19,12697.9,18984.2,6286.38,6
78,79,54.92,70,290,37.11,12246.3,15926.8,3680.5,11
79,80,72.46,48,191,48.96,8372.16,13839.9,5467.7,8
80,81,53.41,122,304,36.09,13136.8,16236.6,3099.88,8
81,82,8.01,59,1041,5.41,5729.19,8338.41,2609.22,15
82,83,75.38,99,201,50.93,12223.2,15151.4,2928.18,13
83,84,23.07,24,733,15.59,11256.0,16910.3,5654.33,5
84,85,19.4,70,814,13.11,10684.6,15791.6,5106.95,7
85,86,71.71,31,234,48.45,11385.8,16780.1,5394.39,13
86,87,4.56,28,1154,3.08,3468.08,5262.24,1794.16,12
87,88,23.47,89,750,15.86,12243.9,17602.5,5358.58,3
88,89,54.03,27,339,36.51,10989.5,18316.2,7326.66,10
89,90,37.75,65,490,25.51,13035.6,18497.5,5461.89,10
90,91,72.85,81,219,49.22,11911.2,15954.1,4042.91,10
91,92,42.3,25,414,28.58,11146.2,17512.2,6366.0,8
92,93,31.7,44,581,21.42,12680.6,18417.7,5737.06,13
93,94,63.12,129,210,42.65,13605.4,13255.2,-350.15,2
94,95,16.01,33,787,10.82,8136.64,12599.9,4463.23,13
95,96,13.44,50,892,9.08,8280.96,11988.5,3707.52,6
96,97,67.15,127,236,45.37,14881.4,15847.4,966.041,7
97,98,4.69,90,1062,3.17,3471.15,4980.78,1509.63,15
98,99,44.34,133,349,29.96,12852.8,15474.7,2621.82,4
99,100,58.96,98,293,39.84,13944.0,17275.3,3331.28,13
100,101,22.75,35,852,15.37,12603.4,19383.0,6779.6,3
101,102,10.58,103,902,7.15,6799.65,9543.16,2743.51,9
102,103,50.73,126,379,34.28,15391.7,19226.7,3834.95,9
103,104,66.11,69,251,44.67,12775.6,16593.6,3817.99,8
104,105,23.22,42,755,15.69,11453.7,17531.1,6077.4,10
105,106,3.86,103,1055,2.61,2891.88,4072.3,1180.42,11
106,107,57.76,32,296,39.03,11982.2,17097.0,5114.75,4
107,108,60.67,30,296,40.99,12502.0,17958.3,5456.37,10
108,109,24.45,97,716,16.52,12803.0,17506.2,4703.2,10
109,110,68.92,34,240,46.57,11037.1,16540.8,5503.71,5
110,111,34.2,108,566,23.11,14813.5,19357.2,4543.69,7
111,112,16.1,68,842,10.88,9269.76,13556.2,4286.44,14
112,113,47.6,89,343,32.16,12896.2,16326.8,3430.64,8
113,114,62.53,47,230,42.25,10858.2,14381.9,3523.65,3
114,115,19.82,25,761,13.39,9841.65,15083.0,5241.37,10
115,116,72.62,61,184,49.07,10991.7,13362.1,2370.4,6
116,117,57.31,63,265,38.72,11112.6,15187.2,4074.51,13
117,118,66.01,31,206,44.6,7582.0,13598.1,6016.06,15
118,119,2.37,53,1135,1.6,1822.4,2689.95,867.55,9
119,120,49.98,47,393,33.77,13710.6,19642.1,5931.52,10
120,121,74.89,68,175,50.6,9968.2,13105.8,3137.55,1
121,122,66.56,23,254,44.97,9803.46,16906.2,7102.78,12
122,123,51.03,26,385,34.48,11999.0,19646.5,7647.51,4
123,124,22.29,78,753,15.06,12048.0,16784.4,4736.37,8
124,125,33.74,56,577,22.8,13452.0,19468.0,6015.98,10
125,126,34.25,86,480,23.14,12518.7,16440.0,3921.26,15
126,127,37.81,42,474,25.55,11625.2,17921.9,6296.69,15
127,128,31.38,76,585,21.2,12550.4,18357.3,5806.9,2
128,129,36.84,60,555,24.89,14361.5,20446.2,6084.67,15
129,130,31.98,51,590,21.61,12663.5,18868.2,6204.74,10
130,131,13.96,82,893,9.43,8920.78,12466.3,3545.5,6
131,132,2.03,47,1126,1.37,1523.44,2285.78,762.34,5
132,133,71.53,36,233,48.33,11502.5,16666.5,5163.95,13
133,134,6.93,116,931,4.68,4651.92,6451.83,1799.91,9
134,135,40.49,150,503,27.36,16169.8,20366.5,4196.71,5
135,136,72.28,28,214,48.84,9865.68,15467.9,5602.24,2
136,137,7.41,59,966,5.01,4809.6,7158.06,2348.46,5
137,138,25.8,108,571,17.43,11224.9,14731.8,3506.88,4
138,139,19.18,39,818,12.96,10614.2,15689.2,5075.0,5
139,140,60.46,119,241,40.85,12336.7,14570.9,2234.16,11
140,141,58.42,165,262,39.47,14959.1,15306.0,346.908,9
141,142,16.44,20,831,11.11,9032.43,13661.6,4629.21,10
142,143,5.71,32,999,3.86,3798.24,5704.29,1906.05,8
143,144,67.46,78,205,45.58,10756.9,13829.3,3072.42,12
144,145,44.41,38,425,30.01,11823.9,18874.2,7050.31,7
145,146,46.26,82,387,31.26,13660.6,17902.6,4242.0,9
146,147,53.64,135,292,36.24,13445.0,15662.9,2217.84,9
147,148,7.24,119,1102,4.89,5843.55,7978.48,2134.93,11
148,149,64.59,78,241,43.64,11084.6,15566.2,4481.63,14
149,150,40.89,21,433,27.63,11134.9,17705.4,6570.48,5
150,151,22.27,120,734,15.05,12521.6,16346.2,3824.58,1
151,152,2.44,94,1124,1.65,1937.1,2742.56,805.46,9
152,153,36.94,64,500,24.96,13578.2,18470.0,4891.76,15
153,154,5.46,44,1159,3.69,4199.22,6328.14,2128.92,13
154,155,58.93,47,276,39.82,10353.2,16264.7,7066.26,1
155,156,44.93,127,341,30.36,12417.2,15321.1,2903.89,1
156,157,26.67,26,619,18.02,11028.2,16508.7,5480.49,9
157,158,57.62,23,302,38.93,10900.4,17401.2,6500.84,6
158,159,30.53,71,592,20.63,12687.4,18073.8,5386.31,5
159,160,59.66,56,299,40.31,13141.1,17838.3,6188.75,1
160,161,63.37,134,242,42.82,13916.5,15335.5,1419.04,12
161,162,52.26,74,325,35.31,12676.3,16984.5,4308.21,10
162,163,34.79,61,546,23.51,13212.6,18995.3,5782.72,14
163,164,11.26,56,884,7.61,6658.75,9953.84,3295.09,6
164,165,10.63,69,979,7.18,7309.24,10406.8,3097.53,2
165,166,4.16,60,1086,2.81,3088.19,4517.76,1429.57,15
166,167,29.07,30,669,19.64,12903.5,19447.8,6544.35,2
167,168,45.45,129,389,30.71,14955.8,17680.1,2724.28,9
168,169,58.84,74,270,39.76,11252.1,15886.8,4634.72,9
169,170,30.4,57,604,20.54,12652.6,18361.6,5708.96,1
170,171,54.45,102,324,36.79,14826.4,17641.8,2815.43,14
171,172,65.95,48,243,44.56,10605.3,16025.8,5420.57,13
172,173,14.49,71,837,9.79,8673.94,12128.1,3454.19,10
173,174,74.83,58,143,50.56,8696.32,10700.7,2004.37,3
174,175,17.94,81,931,12.12,11804.9,16702.1,5660.82,15
175,176,69.03,40,211,46.64,8675.04,14565.3,5890.29,13
176,177,33.55,87,548,22.67,13715.4,18385.4,4670.05,14
177,178,53.55,42,281,36.18,10238.9,15047.5,4808.61,5
178,179,20.71,56,825,13.99,11751.6,17085.8,5334.15,7
179,180,8.24,53,1003,5.57,5547.72,8264.72,2717.0,15
180,181,68.14,127,230,46.04,14088.2,15672.2,1583.96,5
