nome_municipio1,cod_municipio1,nome_municipio2,cod_municipio2,distanciaGeo,distanciaCos,distanciaHsin,distanciaMeeus,distanciaSvince
Campo Grande,5002704,Florianópolis,4205407,1004196.9442229426,1007143.0025765044,1007143.0025765036,1004193.6561719648,1007143.002576504
Cuiabá,5103403,Florianópolis,4205407,1539934.466028677,1545877.4147214924,1545877.4147214964,1539928.1477619382,1545877.4147214962
Curitiba,4106902,Florianópolis,4205407,251351.9936556326,252430.5468072685,252430.54680726049,251352.24161745328,252430.54680726072
Florianópolis,4205407,Florianópolis,4205407,0.0,0.0,0.0,0.0,0.0
Fortaleza,2304400,Florianópolis,4205407,2848318.996194836,2862628.89565938,2862628.895659378,2848300.291538183,2862628.8956593783
Goiânia,5208707,Florianópolis,4205407,1210153.7689329488,1216519.9902580848,1216519.9902580846,1210152.5131470033,1216519.9902580848
João Pessoa,2507507,Florianópolis,4205407,2687572.4566273093,2698330.3887080685,2698330.388708067,2687554.6503040874,2698330.388708067
Macapá,1600303,Florianópolis,4205407,3069227.1623476427,3087477.093282147,3087477.093282147,3069208.8003852186,3087477.093282147
Maceió,2704302,Florianópolis,4205407,2397035.8015349507,2406046.594977012,2406046.5949770096,2397021.256720381,2406046.5949770096
Manaus,1302603,Florianópolis,4205407,2970810.286388622,2985251.695334581,2985251.6953345817,2970789.700219818,2985251.6953345817
Natal,2408102,Florianópolis,4205407,2795919.513770544,2807798.8911549104,2807798.891154912,2795900.4656724087,2807798.8911549114
Palmas,1721000,Florianópolis,4205407,1921210.151725505,1931998.69784783,1931998.6978478269,1921204.0275186896,1931998.697847828
Porto Alegre,4314902,Florianópolis,4205407,374577.07164226007,375293.98475553136,375293.98475552857,374576.6379331505,375293.9847555285
Porto Velho,1100205,Florianópolis,4205407,2636500.688418216,2645539.31865016,2645539.3186501614,2636483.8097497667,2645539.318650162
Recife,2611606,Florianópolis,4205407,2598883.233063805,2608919.142691218,2608919.1426912155,2598866.4581769654,2608919.142691216
Rio Branco,1200401,Florianópolis,4205407,2808236.168859405,2815346.331810965,2815346.331810964,2808219.661386906,2815346.331810964
Rio de Janeiro,3304557,Florianópolis,4205407,747568.045347991,749095.9998729946,749095.9998729924,747565.8691578639,749095.9998729926
Salvador,2927408,Florianópolis,4205407,1927036.003692778,1934266.9189979653,1934266.9189979676,1927026.1933313224,1934266.9189979676
São Luís,2111300,Florianópolis,4205407,2809722.069741853,2825898.1367963003,2825898.136796299,2809706.147521281,2825898.1367963
São Paulo,3550308,Florianópolis,4205407,489075.8029460772,491039.6541817936,491039.6541817973,489075.5188865071,491039.654181798
Teresina,2211001,Florianópolis,4205407,2563777.4799219426,2577842.419528312,2577842.419528314,2563763.6217461457,2577842.419528313
Vitória,3205309,Florianópolis,4205407,1162266.8333697163,1164769.7322215424,1164769.7322215412,1162262.7321522192,1164769.7322215417
Aracaju,2800308,Fortaleza,2304400,811912.2485794317,817025.4922229277,817025.4922229352,811903.8808792622,817025.4922229347
Belém,1501402,Fortaleza,2304400,1134063.89154986,1134427.597876047,1134427.597876049,1134062.101591299,1134427.5978760489
Belo Horizonte,3106200,Fortaleza,2304400,1884411.2807225368,1895037.499027009,1895037.4990270108,1884395.14097782,1895037.4990270108
Boa Vista,1400100,Fortaleza,2304400,2566434.3271788764,2567800.678572086,2567800.678572089,2566427.794822617,2567800.6785720885
Brasília,5300108,Fortaleza,2304400,1684306.936138369,1691028.2926700397,1691028.292670036,1684289.489656627,1691028.2926700364
Campo Grande,5002704,Fortaleza,2304400,2543260.545460611,2551469.816678234,2551469.816678232,2543237.9379167324,2551469.816678232
Cuiabá,5103403,Fortaleza,2304400,2329141.5514011453,2333749.3949771696,2333749.3949771686,2329124.5310543315,2333749.3949771696
Curitiba,4106902,Fortaleza,2304400,2661412.4076293926,2674292.360655044,2674292.360655044,2661392.2373235323,2674292.3606550447
Florianópolis,4205407,Fortaleza,2304400,2848318.996194836,2862628.89565938,2862628.895659378,2848300.291538183,2862628.8956593783
Fortaleza,2304400,Fortaleza,2304400,0.0,0.0,0.0,0.0,0.0
Goiânia,5208707,Fortaleza,2304400,1852512.4292431583,1859525.1940082395,1859525.1940082384,1852493.789643909,1859525.1940082384
João Pessoa,2507507,Fortaleza,2304400,554398.2333095006,556085.333999982,556085.3339999804,554392.5009917789,556085.3339999805
Macapá,1600303,Fortaleza,2304400,1453978.1396181765,1454770.394444642,1454770.3944446424,1453974.356623505,1454770.394444642
Maceió,2704302,Fortaleza,2304400,727419.7233023344,731339.432162867,731339.4321628659,727411.3451637595,731339.432162866
Manaus,1302603,Fortaleza,2304400,2387650.7066037166,2387634.576603452,2387634.576603453,2387650.6923161685,2387634.576603453
Natal,2408102,Fortaleza,2304400,436273.4150830528,437074.3281154998,437074.3281155096,436270.1735472125,437074.32811550953
Palmas,1721000,Fortaleza,2304400,1301925.8756606623,1304514.62911127,1304514.6291112695,1301915.8636177124,1304514.6291112695
Porto Alegre,4314902,Fortaleza,2304400,3203592.9448299203,3218627.1688902606,3218627.168890262,3203573.49467704,3218627.168890262
Porto Velho,1100205,Fortaleza,2304400,2859904.984787296,2860512.517489594,2860512.517489594,2859901.724672509,2860512.517489594
Recife,2611606,Fortaleza,2304400,627648.3174672296,630063.6124814426,630063.6124814429,627641.1575449909,630063.612481443
Rio Branco,1200401,Fortaleza,2304400,3307603.92241526,3308400.5710644093,3308400.571064411,3307599.659908874,3308400.5710644107
Rio de Janeiro,3304557,Fortaleza,2304400,2182419.393121443,2195046.504306011,2195046.504306012,2182403.6220479542,2195046.504306012
Salvador,2927408,Fortaleza,2304400,1023630.5067523548,1030289.6684938566,1030289.668493858,1023620.8676070448,1030289.6684938584
São Luís,2111300,Fortaleza,2304400,651197.4805548922,651366.5260436067,651366.5260436044,651196.6367127739,651366.5260436045
São Paulo,3550308,Fortaleza,2304400,2359245.8742158557,2371591.6695157997,2371591.6695157997,2359227.4469134165,2371591.6695157997
Teresina,2211001,Fortaleza,2304400,496790.80279311846,497093.76128787926,497093.76128787774,496789.3652336487,497093.76128787774
Vitória,3205309,Fortaleza,2304400,1846337.331269538,1857725.4562861084,1857725.4562861095,1846323.3966708104,1857725.4562861095
Aracaju,2800308,Goiânia,5208707,1464809.2263328894,1466302.668890277,1466302.6688902772,1464803.1069295271,1466302.6688902774
Belém,1501402,Goiânia,5208707,1686808.4181354677,1697629.8544242647,1697629.854424266,1686793.4120740057,1697629.854424266
Belo Horizonte,3106200,Goiânia,5208707,667576.3913230485,668516.2297708084,668516.229770808,667573.3479127607,668516.229770808
Boa Vista,1400100,Goiânia,5208707,2496090.187069448,2508172.0926400493,2508172.0926400474,2496062.607266217,2508172.0926400484
Brasília,5300108,Goiânia,5208707,174439.74297008215,174753.46227519837,174753.46227516944,174438.73763053323,174753.4622751695
Campo Grande,5002704,Goiânia,5208707,702846.8166944773,704103.8446857077,704103.8446857084,702843.1854098015,704103.8446857085
Cuiabá,5103403,Goiânia,5208707,740609.0374313851,740538.7752470999,740538.7752471043,740608.8082047844,740538.7752471043
Curitiba,4106902,Goiânia,5208707,966922.9006103642,972164.2455449236,972164.245544925,966921.1846592908,972164.2455449252
Florianópolis,4205407,Goiânia,5208707,1210153.7689329488,1216519.9902580848,1216519.9902580846,1210152.5131470033,1216519.9902580848
Fortaleza,2304400,Goiânia,5208707,1852512.4292431583,1859525.1940082395,1859525.1940082384,1852493.789643909,1859525.1940082384
Goiânia,5208707,Goiânia,5208707,0.0,0.0,0.0,0.0,0.0
João Pessoa,2507507,Goiânia,5208707,1890813.395261376,1894357.0036296623,1894357.0036296656,1890800.653674244,1894357.0036296656
Macapá,1600303,Goiânia,5208707,1860042.6729874408,1871919.019592964,1871919.0195929664,1860025.5303576188,1871919.0195929664
Maceió,2704302,Goiânia,5208707,1658539.6218522969,1660572.0368360349,1660572.0368360349,1658531.5825108786,1660572.0368360349
Manaus,1302603,Goiânia,5208707,1907047.8400378395,1914529.501675706,1914529.5016757047,1907028.3388889816,1914529.5016757047
Natal,2408102,Goiânia,5208707,1950049.247334964,1954606.316779615,1954606.316779618,1950033.8922372733,1954606.316779618
Palmas,1721000,Goiânia,5208707,719944.9708782338,724310.5060343083,724310.5060343058,719939.8214586054,724310.5060343058
Porto Alegre,4314902,Goiânia,5208707,1491224.6990059826,1498710.6527095323,1498710.6527095337,1491224.140171911,1498710.6527095337
Porto Velho,1100205,Goiânia,5208707,1813818.0622467012,1816235.5964362728,1816235.5964362745,1813808.6242990664,1816235.5964362745
Recife,2611606,Goiânia,5208707,1831882.900649929,1834799.7778526184,1834799.777852618,1831871.981711629,1834799.777852618
Rio Branco,1200401,Goiânia,5208707,2141789.927424114,2143047.3743279306,2143047.374327932,2141783.9890308846,2143047.374327932
Rio de Janeiro,3304557,Goiânia,5208707,937140.9276417588,939804.037846782,939804.037846782,937135.6279646738,939804.0378467818
Salvador,2927408,Goiânia,5208707,1228913.9682779675,1229511.1001252204,1229511.1001252192,1228911.027639018,1229511.1001252194
São Luís,2111300,Goiânia,5208707,1657175.947845309,1666630.9598563816,1666630.9598563807,1657159.7690742817,1666630.959856381
São Paulo,3550308,Goiânia,5208707,806045.4137147872,809955.0485533876,809955.0485533924,806042.2550385798,809955.0485533923
Teresina,2211001,Goiânia,5208707,1463547.7443269617,1470642.6291699817,1470642.629169984,1463533.166552807,1470642.6291699845
Vitória,3205309,Goiânia,5208707,1026819.763467874,1027427.1603939756,1027427.1603939772,1026817.091387356,1027427.160393977
Aracaju,2800308,João Pessoa,2507507,484529.5088859821,486879.1899922955,486879.1899923045,484524.2100454472,486879.1899923045
Belém,1501402,João Pessoa,2507507,1636366.1081225162,1637938.6370013778,1637938.637001379,1636358.9881761495,1637938.637001379
Belo Horizonte,3106200,João Pessoa,2507507,1720979.8917029838,1728041.44875189,1728041.448751888,1720964.6485024414,1728041.4487518885
Boa Vista,1400100,João Pessoa,2507507,3071036.8914530776,3073644.9804609544,3073644.980460956,3071024.8856943524,3073644.980460956
Brasília,5300108,João Pessoa,2507507,1716568.8716725914,1719798.565314662,1719798.5653146638,1716557.1411872238,1719798.5653146638
Campo Grande,5002704,João Pessoa,2507507,2591835.581333767,2596637.209610808,2596637.2096108072,2591819.1555769597,2596637.2096108072
Cuiabá,5103403,João Pessoa,2507507,2497888.861988597,2499838.7995935623,2499838.7995935646,2497880.092741857,2499838.799593564
Curitiba,4106902,João Pessoa,2507507,2539035.4721993986,2548280.0235698484,2548280.02356985,2539016.752412242,2548280.02356985
Florianópolis,4205407,João Pessoa,2507507,2687572.4566273093,2698330.3887080685,2698330.388708067,2687554.6503040874,2698330.388708067
Fortaleza,2304400,João Pessoa,2507507,554398.2333095006,556085.333999982,556085.3339999804,554392.5009917789,556085.3339999805
Goiânia,5208707,João Pessoa,2507507,1890813.395261376,1894357.0036296623,1894357.0036296656,1890800.653674244,1894357.0036296656
João Pessoa,2507507,João Pessoa,2507507,0.0,0.0,0.0,0.0,0.0
Macapá,1600303,João Pessoa,2507507,1965394.597090937,1967499.7344610528,1967499.734461054,1965385.179729171,1967499.7344610533
Maceió,2704302,João Pessoa,2507507,297981.29563927324,299721.956069065,299721.9560690709,297978.1546642584,299721.9560690708
Manaus,1302603,João Pessoa,2507507,2823432.166765876,2823817.1090712124,2823817.109071213,2823430.0460121413,2823817.1090712124
Natal,2408102,João Pessoa,2507507,150755.96148385902,151692.41939603174,151692.4193960317,150754.3218942803,151692.41939603176
Palmas,1721000,João Pessoa,2507507,1524236.1702003723,1524636.4578985004,1524636.457898498,1524233.990308909,1524636.4578984985
Porto Alegre,4314902,João Pessoa,2507507,3058766.540576485,3070226.397056031,3070226.3970560315,3058748.215260404,3070226.3970560324
Porto Velho,1100205,João Pessoa,2507507,3205868.166202464,3205731.467662402,3205731.467662404,3205868.1640527504,3205731.467662404
Recife,2611606,João Pessoa,2507507,103035.69239309114,103711.81906040756,103711.81906037669,103034.67561586828,103711.81906037671
Rio Branco,1200401,João Pessoa,2507507,3640872.4794810098,3640783.004612701,3640783.004612702,3640872.046724478,3640783.004612702
Rio de Janeiro,3304557,João Pessoa,2507507,1962986.100112562,1972244.3134360812,1972244.3134360823,1962971.0250636395,1972244.3134360823
Salvador,2927408,João Pessoa,2507507,760568.4906565342,764094.2940937884,764094.2940937935,760560.4821187186,764094.2940937936
São Luís,2111300,João Pessoa,2507507,1160609.4406322786,1162059.71593651,1162059.7159365078,1160603.1233631636,1162059.715936508
São Paulo,3550308,João Pessoa,2507507,2210401.4305732786,2219152.118031266,2219152.1180312675,2210384.026935202,2219152.1180312675
Teresina,2211001,João Pessoa,2507507,906801.4375705814,907135.7454245551,907135.7454245572,906799.764891484,907135.7454245572
Vitória,3205309,João Pessoa,2507507,1574360.1294682156,1582627.719946403,1582627.7199464063,1574347.4781909585,1582627.719946406
Aracaju,2800308,Macapá,1600303,1965942.5657820024,1970835.478761951,1970835.4787619517,1965924.7090399435,1970835.4787619517
Belém,1501402,Macapá,1600303,331059.2636110581,331613.1522128213,331613.1522128295,331056.93626789446,331613.15221282945
Belo Horizonte,3106200,Macapá,1600303,2339756.540949928,2352923.8576930608,2352923.8576930608,2339734.6812670995,2352923.8576930617
Boa Vista,1400100,Macapá,1600303,1112484.1941906067,1113058.5834858904,1113058.583485892,1112481.4439770784,1113058.583485892
Brasília,5300108,Macapá,1600303,1782820.9586697293,1793950.9204538343,1793950.9204538355,1782803.6246569203,1793950.920453836
Campo Grande,5002704,Macapá,1600303,2298837.2232440524,2312948.674046548,2312948.674046547,2298817.8919357145,2312948.674046547
Cuiabá,5103403,Macapá,1600303,1815551.4215287943,1826238.1520771852,1826238.1520771864,1815532.771876436,1826238.1520771864
Curitiba,4106902,Macapá,1600303,2823072.4815206127,2840216.4239561846,2840216.423956185,2823053.752398141,2840216.423956185
Florianópolis,4205407,Macapá,1600303,3069227.1623476427,3087477.093282147,3087477.093282147,3069208.8003852186,3087477.093282147
Fortaleza,2304400,Macapá,1600303,1453978.1396181765,1454770.394444642,1454770.3944446424,1453974.356623505,1454770.394444642
Goiânia,5208707,Macapá,1600303,1860042.6729874408,1871919.019592964,1871919.0195929664,1860025.5303576188,1871919.0195929664
João Pessoa,2507507,Macapá,1600303,1965394.597090937,1967499.7344610528,1967499.734461054,1965385.179729171,1967499.7344610533
Macapá,1600303,Macapá,1600303,0.0,0.0,0.0,0.0,0.0
Maceió,2704302,Macapá,1600303,2009279.6240409452,2013049.42861966,2013049.428619659,2009264.5411462064,2013049.428619659
Manaus,1302603,Macapá,1600303,1055303.3756632456,1056078.0595664624,1056078.0595664594,1055299.7553777092,1056078.0595664594
Natal,2408102,Macapá,1600303,1877805.3865793492,1879274.336200251,1879274.336200252,1877798.567274345,1879274.336200252
Palmas,1721000,Macapá,1600303,1175321.7757907675,1182606.9330157798,1182606.9330157798,1175308.7296858276,1182606.9330157798
Porto Alegre,4314902,Macapá,1600303,3327533.0714147966,3347045.0714868526,3347045.071486853,3327516.1102201063,3347045.071486853
Porto Velho,1100205,Macapá,1600303,1723439.724299624,1727074.4598083736,1727074.459808377,1723425.558280262,1727074.459808377
Recife,2611606,Macapá,1600303,2006603.5755982583,2009231.8769450649,2009231.876945064,2006592.1885904856,2009231.876945064
Rio Branco,1200401,Macapá,1600303,2160798.0568316006,2164518.6347674117,2164518.6347674127,2160782.8879281715,2164518.634767413
Rio de Janeiro,3304557,Macapá,1600303,2677971.177062097,2692896.2191686984,2692896.219168701,2677948.6115200887,2692896.219168701
Salvador,2927408,Macapá,1600303,1998314.1857654336,2005072.9441988056,2005072.94419881,1998293.0734687415,2005072.9441988096
São Luís,2111300,Macapá,1600303,807108.0553057948,807784.1304598354,807784.1304598361,807104.9314717448,807784.1304598361
São Paulo,3550308,Macapá,1600303,2651051.4717185334,2666913.538696484,2666913.5386964832,2651031.4460655907,2666913.538696484
Teresina,2211001,Macapá,1600303,1079766.9117806014,1081763.103675206,1081763.103675204,1079758.751196597,1081763.103675204
Vitória,3205309,Macapá,1600303,2537962.572077571,2550532.2700683894,2550532.2700683884,2537937.6382385707,2550532.2700683884
Aracaju,2800308,Maceió,2704302,200542.4250939052,201137.06824130056,201137.0682412765,200540.56275969284,201137.0682412765
Belém,1501402,Maceió,2704302,1678703.8248652546,1681922.556022651,1681922.5560226515,1678691.0779043438,1681922.5560226515
Belo Horizonte,3106200,Maceió,2704302,1435258.856054105,1440566.8713393544,1440566.8713393512,1435246.9891225258,1440566.8713393516
Boa Vista,1400100,Maceió,2704302,3091487.742177042,3095549.002601055,3095549.0026010554,3091470.185003577,3095549.002601056
Brasília,5300108,Maceió,2704302,1486339.585573811,1488070.7579768898,1488070.7579768875,1486332.586939277,1488070.7579768875
Campo Grande,5002704,Maceió,2704302,2352327.6140182405,2355579.186672944,2355579.1866729413,2352315.753271324,2355579.186672942
Cuiabá,5103403,Maceió,2704302,2305956.537208278,2306783.6887999186,2306783.6887999177,2305952.099551182,2306783.6887999168
Curitiba,4106902,Maceió,2704302,2255202.8351604384,2262702.0619589044,2262702.0619589067,2255187.54921742,2262702.0619589067
Florianópolis,4205407,Maceió,2704302,2397035.8015349507,2406046.594977012,2406046.5949770096,2397021.256720381,2406046.5949770096
Fortaleza,2304400,Maceió,2704302,727419.7233023344,731339.432162867,731339.4321628659,727411.3451637595,731339.432162866
Goiânia,5208707,Maceió,2704302,1658539.6218522969,1660572.0368360349,1660572.0368360349,1658531.5825108786,1660572.0368360349
João Pessoa,2507507,Maceió,2704302,297981.29563927324,299721.956069065,299721.9560690709,297978.1546642584,299721.9560690708
Macapá,1600303,Maceió,2704302,2009279.6240409452,2013049.42861966,2013049.428619659,2009264.5411462064,2013049.428619659
Maceió,2704302,Maceió,2704302,0.0,0.0,0.0,0.0,0.0
Manaus,1302603,Maceió,2704302,2780977.13031876,2782109.3970234804,2782109.3970234795,2780971.4985470586,2782109.3970234804
Natal,2408102,Maceió,2704302,432336.3370192487,435116.0212898076,435116.02128981054,432332.0150428183,435116.0212898108
Palmas,1721000,Maceió,2704302,1385300.2833244114,1385180.8091734853,1385180.809173487,1385300.4066875023,1385180.809173487
Porto Alegre,4314902,Maceió,2704302,2769412.627007668,2779128.145145689,2779128.1451456887,2769397.594484765,2779128.1451456887
Porto Velho,1100205,Maceió,2704302,3095885.504533348,3095641.1077374136,3095641.1077374145,3095885.816981431,3095641.107737414
Recife,2611606,Maceió,2704302,202438.833620133,203465.88203187936,203465.88203187063,202436.61769019676,203465.88203187063
Rio Branco,1200401,Maceió,2704302,3518945.021266714,3518604.786932924,3518604.786932926,3518945.537925603,3518604.7869329257
Rio de Janeiro,3304557,Maceió,2704302,1667959.7964860646,1675471.6040205555,1675471.6040205548,1667947.891560254,1675471.6040205548
Salvador,2927408,Maceió,2704302,474214.3463726162,475981.7043284762,475981.704328478,474209.6955545505,475981.704328478
São Luís,2111300,Maceió,2704302,1230947.7029781053,1234261.0695733689,1234261.0695733712,1230935.989362757,1234261.0695733712
São Paulo,3550308,Maceió,2704302,1923650.085049667,1930650.442201994,1930650.4422019932,1923636.0324785537,1930650.4422019927
Teresina,2211001,Maceió,2704302,929801.727902755,931576.2168192331,931576.2168192372,929794.813235002,931576.2168192372
Vitória,3205309,Maceió,2704302,1276775.7434205816,1283301.9215307946,1283301.921530797,1276766.2350852152,1283301.921530797
Aracaju,2800308,Manaus,1302603,2676350.6259984807,2678047.983346976,2678047.983346974,2676342.595769312,2678047.983346973
Belém,1501402,Manaus,1302603,1295724.57746834,1295893.5910330135,1295893.5910330124,1295723.7167296663,1295893.5910330124
Belo Horizonte,3106200,Manaus,1302603,2551059.089012451,2559369.6798525206,2559369.67985252,2551035.8928476404,2559369.67985252
Boa Vista,1400100,Manaus,1302603,661112.0317078526,665507.7892539806,665507.7892539816,661104.5127714487,665507.7892539816
Brasília,5300108,Manaus,1302603,1927808.36019318,1934264.6306221392,1934264.63062214,1927789.3073470225,1934264.6306221404
Campo Grande,5002704,Manaus,1302603,2004475.828528251,2015907.5781411948,2015907.578141196,2004458.9340009843,2015907.578141196
Cuiabá,5103403,Manaus,1302603,1446085.1132197296,1454556.2337567378,1454556.2337567357,1446070.9707525638,1454556.2337567357
Curitiba,4106902,Manaus,1302603,2723255.915116007,2736596.900464003,2736596.9004640025,2723235.044462344,2736596.9004640025
Florianópolis,4205407,Manaus,1302603,2970810.286388622,2985251.695334581,2985251.6953345817,2970789.700219818,2985251.6953345817
Fortaleza,2304400,Manaus,1302603,2387650.7066037166,2387634.576603452,2387634.576603453,2387650.6923161685,2387634.576603453
Goiânia,5208707,Manaus,1302603,1907047.8400378395,1914529.501675706,1914529.5016757047,1907028.3388889816,1914529.5016757047
João Pessoa,2507507,Manaus,1302603,2823432.166765876,2823817.1090712124,2823817.109071213,2823430.0460121413,2823817.1090712124
Macapá,1600303,Manaus,1302603,1055303.3756632456,1056078.0595664624,1056078.0595664594,1055299.7553777092,1056078.0595664594
Maceió,2704302,Manaus,1302603,2780977.13031876,2782109.3970234804,2782109.3970234795,2780971.4985470586,2782109.3970234804
Manaus,1302603,Manaus,1302603,0.0,0.0,0.0,0.0,0.0
Natal,2408102,Manaus,1302603,2770391.695258736,2770546.310145971,2770546.310145972,2770390.745495898,2770546.310145972
Palmas,1721000,Manaus,1302603,1510499.2956073598,1513157.6071266537,1513157.607126653,1510488.6503727306,1513157.6071266532
Porto Alegre,4314902,Manaus,1302603,3120472.8028531675,3136776.890223238,3136776.890223238,3120455.790826194,3136776.8902232386
Porto Velho,1100205,Manaus,1302603,757363.278112404,760762.1153562017,760762.115356201,757354.3261266721,760762.1153562011
Recife,2611606,Manaus,1302603,2837566.6735906205,2838171.671181871,2838171.67118187,2837563.475819741,2838171.67118187
Rio Branco,1200401,Manaus,1302603,1148382.8643372066,1151660.855948539,1151660.855948538,1148371.620611539,1151660.855948538
Rio de Janeiro,3304557,Manaus,1302603,2843615.6925822906,2853753.4998646625,2853753.4998646616,2843590.8897459097,2853753.499864662
Salvador,2927408,Manaus,1302603,2607455.647782643,2610274.7815326727,2610274.7815326736,2607443.378147729,2610274.781532674
São Luís,2111300,Manaus,1302603,1751057.1584339836,1751058.676143954,1751058.6761439524,1751057.1030110244,1751058.676143952
São Paulo,3550308,Manaus,1302603,2679024.667323163,2690506.929831074,2690506.9298310746,2679001.492580829,2690506.9298310746
Teresina,2211001,Manaus,1302603,1924072.1438989784,1924204.967905142,1924204.967905144,1924071.3788138807,1924204.967905144
Vitória,3205309,Manaus,1302603,2862583.72422444,2870250.5585399917,2870250.558539992,2862560.0264750905,2870250.558539992
Aracaju,2800308,Natal,2408102,602038.1448448466,605500.8671277151,605500.8671277111,602031.752575086,605500.8671277111
Belém,1501402,Natal,2408102,1552247.2176620355,1553221.6867034698,1553221.6867034724,1552242.606019691,1553221.6867034724
Belo Horizonte,3106200,Natal,2408102,1825222.4603757097,1833418.7270033287,1833418.7270033315,1825205.9059723588,1833418.727003332
Boa Vista,1400100,Natal,2408102,2988411.1162876347,2990434.270304626,2990434.270304629,2988401.6014705743,2990434.270304629
Brasília,5300108,Natal,2408102,1775685.341286087,1779929.9873352994,1779929.9873352996,1775670.9884336763,1779929.9873352996
Campo Grande,5002704,Natal,2408102,2652866.607536987,2658682.0197453136,2658682.019745314,2652847.635434082,2658682.019745314
Cuiabá,5103403,Natal,2408102,2527417.471511629,2530138.602263088,2530138.6022630883,2527405.934800322,2530138.602263089
Curitiba,4106902,Natal,2408102,2638977.552924636,2649351.0058078878,2649351.005807888,2638957.403699072,2649351.005807888
Florianópolis,4205407,Natal,2408102,2795919.513770544,2807798.8911549104,2807798.891154912,2795900.4656724087,2807798.8911549114
Fortaleza,2304400,Natal,2408102,436273.4150830528,437074.3281154998,437074.3281155096,436270.1735472125,437074.32811550953
Goiânia,5208707,Natal,2408102,1950049.247334964,1954606.316779615,1954606.316779618,1950033.8922372733,1954606.316779618
João Pessoa,2507507,Natal,2408102,150755.96148385902,151692.41939603174,151692.4193960317,150754.3218942803,151692.41939603176
Macapá,1600303,Natal,2408102,1877805.3865793492,1879274.336200251,1879274.336200252,1877798.567274345,1879274.336200252
Maceió,2704302,Natal,2408102,432336.3370192487,435116.0212898076,435116.02128981054,432332.0150428183,435116.0212898108
Manaus,1302603,Natal,2408102,2770391.695258736,2770546.310145971,2770546.310145972,2770390.745495898,2770546.310145972
Natal,2408102,Natal,2408102,0.0,0.0,0.0,0.0,0.0
Palmas,1721000,Natal,2408102,1531107.606886495,1532051.7982027545,1532051.7982027528,1531103.128397567,1532051.798202753
Porto Alegre,4314902,Natal,2408102,3164964.613704842,3177544.386552353,3177544.3865523543,3164944.9947947045,3177544.386552354
Porto Velho,1100205,Natal,2408102,3185479.248248697,3185530.8663819577,3185530.8663819595,3185478.447215528,3185530.8663819595
Recife,2611606,Natal,2408102,251690.54520983712,253316.3645431659,253316.3645431648,251687.94815056148,253316.3645431648
Rio Branco,1200401,Natal,2408102,3625595.218694791,3625753.215878916,3625753.215878917,3625593.734715899,3625753.2158789183
Rio de Janeiro,3304557,Natal,2408102,2080014.58074992,2090381.744431164,2090381.7444311653,2079998.40161224,2090381.7444311653
Salvador,2927408,Natal,2408102,872785.4031631483,877438.4881955304,877438.488195536,872776.2450211091,877438.488195536
São Luís,2111300,Natal,2408102,1070724.1845878114,1071517.5828836889,1071517.5828836935,1070720.4863815529,1071517.5828836935
São Paulo,3550308,Natal,2408102,2314486.1153895184,2324367.404679171,2324367.4046791717,2314467.389878544,2324367.4046791717
Teresina,2211001,Natal,2408102,846324.247111945,846346.3900968679,846346.3900968778,846324.0555341091,846346.3900968777
Vitória,3205309,Natal,2408102,1699145.7751142387,1708497.1044187502,1708497.1044187506,1699132.049040374,1708497.104418751
Aracaju,2800308,Palmas,1721000,1237523.9894513742,1237413.3575816075,1237413.3575816066,1237524.067683792,1237413.3575816068
Belém,1501402,Palmas,1721000,971583.8484404134,978009.5540643652,978009.5540643672,971573.8437455692,978009.5540643669
Belo Horizonte,3106200,Palmas,1721000,1170919.8208131746,1176779.2616004543,1176779.261600455,1170910.9931167678,1176779.2616004553
Boa Vista,1400100,Palmas,1721000,1987894.3842083267,1994864.5940444025,1994864.5940444032,1987872.2651156904,1994864.5940444032
Brasília,5300108,Palmas,1721000,614581.5178200115,618382.1714058327,618382.1714058272,614577.0495723292,618382.1714058272
Campo Grande,5002704,Palmas,1721000,1314672.026494615,1320426.3380494523,1320426.3380494486,1314661.677654119,1320426.3380494486
Cuiabá,5103403,Palmas,1721000,1028054.9169191052,1030074.2149989324,1030074.2149989316,1028047.9344338625,1030074.2149989316
Curitiba,4106902,Palmas,1721000,1682862.4567307516,1692495.4569056896,1692495.4569056896,1682855.7192215468,1692495.456905689
Florianópolis,4205407,Palmas,1721000,1921210.151725505,1931998.69784783,1931998.6978478269,1921204.0275186896,1931998.697847828
Fortaleza,2304400,Palmas,1721000,1301925.8756606623,1304514.62911127,1304514.6291112695,1301915.8636177124,1304514.6291112695
Goiânia,5208707,Palmas,1721000,719944.9708782338,724310.5060343083,724310.5060343058,719939.8214586054,724310.5060343058
João Pessoa,2507507,Palmas,1721000,1524236.1702003723,1524636.4578985004,1524636.457898498,1524233.990308909,1524636.4578984985
Macapá,1600303,Palmas,1721000,1175321.7757907675,1182606.9330157798,1182606.9330157798,1175308.7296858276,1182606.9330157798
Maceió,2704302,Palmas,1721000,1385300.2833244114,1385180.8091734853,1385180.809173487,1385300.4066875023,1385180.809173487
Manaus,1302603,Palmas,1721000,1510499.2956073598,1513157.6071266537,1513157.607126653,1510488.6503727306,1513157.6071266532
Natal,2408102,Palmas,1721000,1531107.606886495,1532051.7982027545,1532051.7982027528,1531103.128397567,1532051.798202753
Palmas,1721000,Palmas,1721000,0.0,0.0,0.0,0.0,0.0
