,idProduto,prodValor,prodEstoque,prodVendas,prodCusto,prodCustoAcum,prodGanhoAcum,prodLucro,Departamento_idDepartamento
0,1,55.56,24,192,14.62,2266.1,10667.5,8401.42,6
1,2,129.62,84,31,34.11,2967.57,4018.22,1050.65,7
2,3,82.5,73,92,21.71,2995.98,7590.0,4594.02,1
3,4,52.93,115,177,13.93,3273.55,9368.61,6095.06,10
4,5,131.52,28,37,34.61,0.0,4866.24,4866.24,11
5,6,17.48,73,435,4.6,2120.6,7603.8,5483.2,12
6,7,42.79,46,266,11.26,3164.06,11382.1,8218.08,8
7,8,22.08,62,454,5.81,2800.42,10024.3,7223.9,6
8,9,82.19,24,74,21.63,1492.47,6082.06,4589.59,2
9,10,51.11,39,269,13.45,3214.55,13748.6,10534.0,8
10,11,133.27,46,34,35.07,1718.43,4531.18,2812.75,13
11,12,112.56,76,49,29.62,1747.58,5515.44,3767.86,3
12,13,179.44,32,24,47.22,0.0,4306.56,4306.56,3
13,14,83.18,53,87,21.89,2561.13,7236.66,4675.53,7
14,15,168.04,111,18,44.22,4554.66,3024.72,-1529.94,10
15,16,168.38,37,23,44.31,0.0,3872.74,3872.74,3
16,17,106.82,93,63,28.11,3513.75,6729.66,3215.91,10
17,18,190.11,73,6,50.03,2701.62,1140.66,-1560.96,13
18,19,163.78,53,15,43.1,0.0,2456.7,2456.7,14
19,20,46.89,107,220,12.34,3282.44,10315.8,7033.36,8
20,21,99.9,93,65,26.29,3417.7,6493.5,3075.8,7
21,22,50.62,58,246,13.32,3636.36,12452.5,8816.16,15
22,23,150.94,22,20,39.72,0.0,3018.8,3018.8,5
23,24,143.6,48,24,37.79,1058.12,3446.4,3446.4,13
24,25,39.44,156,250,10.38,3684.9,9860.0,7607.54,6
25,26,59.47,54,164,15.65,2363.15,9753.08,7389.93,11
26,27,160.32,35,23,42.19,0.0,3687.36,3687.36,12
27,28,123.99,88,39,32.63,3263.0,4835.61,1572.61,8
28,29,154.66,40,23,40.7,0.0,3557.18,3557.18,14
29,30,15.85,105,498,4.17,2268.48,7893.3,5983.44,14
30,31,177.5,55,14,46.71,0.0,2485.0,2485.0,4
31,32,187.76,161,10,49.41,7065.63,1877.6,-5188.03,7
32,33,32.79,69,320,8.63,3124.06,10492.8,7368.74,8
33,34,7.98,82,496,2.1,1079.4,3958.08,2878.68,11
34,35,79.31,107,91,20.87,2733.97,7217.21,4483.24,2
35,36,81.81,132,63,21.53,2906.55,5154.03,2247.48,5
36,37,119.78,99,48,31.52,2773.76,5749.44,2975.68,6
37,38,78.28,56,109,20.6,2451.4,8532.52,6081.12,3
38,39,105.53,50,45,27.77,2054.98,4748.85,2693.87,4
39,40,131.14,21,28,34.51,0.0,3671.92,3671.92,12
40,41,183.84,52,15,48.38,1548.16,2757.6,2757.6,11
41,42,104.08,39,56,27.39,1561.23,5828.48,4267.25,9
42,43,105.3,53,41,27.71,1357.79,4317.3,2959.51,6
43,44,53.66,42,191,14.12,2499.24,10249.1,7749.82,1
44,45,100.24,111,44,26.38,3534.92,4410.56,875.64,6
45,46,47.27,35,228,12.44,2886.08,10777.6,7891.48,10
46,47,138.28,26,27,36.39,0.0,3733.56,3733.56,15
47,48,32.64,58,327,8.59,2886.24,10673.3,7787.04,2
48,49,132.62,28,52,34.9,1675.2,6896.24,5221.04,8
49,50,66.73,43,151,17.56,2230.12,10076.2,7846.11,6
50,51,159.64,36,18,42.01,0.0,2873.52,2873.52,4
51,52,142.08,164,30,37.39,5571.11,4262.4,-1308.71,3
52,53,180.39,21,13,47.47,0.0,2345.07,2345.07,9
53,54,89.95,76,73,23.67,2319.66,6566.35,4246.69,15
54,55,158.08,58,17,41.6,1705.6,2687.36,981.76,3
55,56,49.78,121,217,13.1,3916.9,10802.3,6885.36,4
56,57,51.83,24,212,13.64,2400.64,10988.0,8587.32,10
57,58,16.68,99,496,4.39,2335.48,8273.28,5937.8,15
58,59,88.12,26,67,23.19,927.6,5904.04,4976.44,4
59,60,139.23,28,32,36.64,0.0,4455.36,4455.36,14
60,61,122.51,23,29,32.24,902.72,3552.79,2650.07,13
61,62,152.46,46,18,40.12,0.0,2744.28,2744.28,15
62,63,153.1,35,34,40.29,1893.63,5205.4,3311.77,12
63,64,90.21,72,87,23.74,2326.52,7848.27,5521.75,4
64,65,132.09,64,27,34.76,2155.12,3566.43,1411.31,5
65,66,101.69,99,48,26.76,3291.48,4881.12,1589.64,2
66,67,53.16,76,171,13.99,3105.78,9090.36,5984.58,5
67,68,28.54,36,394,7.51,2928.9,11244.8,8315.86,10
68,69,103.09,127,63,27.13,3526.9,6494.67,2967.77,11
69,70,94.62,21,74,24.9,921.3,7001.88,6080.58,2
70,71,165.49,49,18,43.55,1959.75,2978.82,1019.07,9
71,72,28.16,34,367,7.41,2600.91,10334.7,7733.81,6
72,73,80.29,67,92,21.13,2704.64,7386.68,4682.04,8
73,74,169.86,33,13,44.7,0.0,2208.18,2208.18,7
74,75,141.55,40,26,37.25,0.0,3680.3,3680.3,8
75,76,86.53,59,90,22.77,2413.62,7787.7,5374.08,14
76,77,55.48,100,191,14.6,3664.6,10596.7,6932.08,10
77,78,125.4,31,51,33.0,1122.0,6395.4,5273.4,13
78,79,120.27,141,48,31.65,4557.6,5772.96,1215.36,13
79,80,149.99,153,28,39.47,5762.62,4199.72,-1562.9,4
80,81,124.03,140,38,32.64,4439.04,4713.14,274.1,9
81,82,151.16,99,25,39.78,3500.64,3779.0,278.36,4
82,83,145.35,119,28,38.25,3825.0,4069.8,244.8,12
83,84,94.58,63,65,24.89,2090.76,6147.7,4056.94,11
84,85,58.79,124,187,15.47,4486.3,10993.7,6507.43,2
85,86,69.84,124,133,18.38,3455.44,9288.72,5833.28,15
86,87,87.86,106,70,23.12,3398.64,6150.2,2751.56,15
87,88,136.61,119,30,35.95,3882.6,4098.3,215.7,15
88,89,99.79,53,51,26.26,1496.82,5089.29,3592.47,9
89,90,38.76,35,282,10.2,2896.8,10930.3,8033.52,7
90,91,92.95,86,60,24.46,2030.18,5577.0,3546.82,13
91,92,31.27,61,324,8.23,2789.97,10131.5,7341.51,11
92,93,175.18,43,20,46.1,1521.3,3503.6,1982.3,8
93,94,134.22,74,35,35.32,3072.84,4697.7,1624.86,10
94,95,63.5,27,140,16.71,2272.56,8890.0,6617.44,3
95,96,75.16,62,117,19.78,2690.08,8793.72,6103.64,5
96,97,150.71,32,28,39.66,0.0,4219.88,4219.88,7
97,98,33.48,71,311,8.81,2792.77,10412.3,7619.51,6
98,99,114.11,32,61,30.03,1621.62,6960.71,5339.09,9
99,100,84.28,132,72,22.18,3171.74,6068.16,2896.42,7
100,101,154.47,68,24,40.65,2520.3,3707.28,1186.98,4
101,102,12.69,61,462,3.34,1516.36,5862.78,4346.42,11
102,103,178.11,145,19,46.87,6093.1,3384.09,-2709.01,11
103,104,61.64,46,181,16.22,2741.18,11156.8,8415.66,14
104,105,184.22,51,8,48.48,0.0,1473.76,1473.76,4
105,106,165.03,36,20,43.43,0.0,3300.6,3300.6,13
106,107,63.27,23,170,16.65,2630.7,10755.9,8125.2,1
107,108,139.99,126,28,36.84,4236.6,3919.72,-316.88,1
108,109,130.42,108,30,34.32,3740.88,3912.6,171.72,13
109,110,184.07,48,17,48.44,0.0,3129.19,3129.19,5
110,111,83.37,66,97,21.94,2632.8,8086.89,5454.09,7
111,112,165.72,122,15,43.61,4927.93,2485.8,-2442.13,8
112,113,180.84,144,16,47.59,6662.6,2893.44,-3769.16,12
113,114,152.15,89,18,40.04,2882.88,2738.7,-144.18,6
114,115,17.44,51,517,4.59,2400.57,9016.48,6615.91,1
115,116,45.83,35,224,12.06,2387.88,10265.9,7878.04,9
116,117,130.45,96,38,34.33,2780.73,4957.1,2176.37,15
117,118,120.08,71,45,31.6,2117.2,5403.6,3286.4,1
118,119,105.11,127,54,27.66,3180.9,5675.94,2495.04,11
119,120,87.51,87,58,23.03,2303.0,5075.58,2772.58,5
120,121,128.67,121,46,33.86,4706.54,5918.82,1212.28,11
121,122,22.0,53,392,5.79,2194.41,8624.0,6429.59,6
122,123,80.52,62,88,21.19,1885.91,7085.76,5199.85,8
123,124,35.91,37,293,9.45,2475.9,10521.6,8045.73,12
124,125,107.62,78,56,28.32,3171.84,6026.72,2854.88,13
125,126,71.63,103,133,18.85,3487.25,9526.79,7622.94,10
126,127,131.44,26,26,34.59,0.0,3417.44,3417.44,9
127,128,136.69,82,25,35.97,3021.48,3417.25,395.77,6
128,129,130.72,125,30,34.4,3818.4,3921.6,103.2,5
129,130,52.55,83,191,13.83,2904.3,10037.0,7132.75,3
130,131,168.04,76,13,44.22,2874.3,2184.52,-689.78,13
131,132,190.53,21,15,50.14,0.0,2857.95,2857.95,9
132,133,113.32,111,48,29.82,3339.84,5439.36,2099.52,14
133,134,110.24,47,53,29.01,1015.35,5842.72,4827.37,5
134,135,30.02,111,345,7.9,3167.9,10356.9,7189.0,1
135,136,153.22,33,27,40.32,0.0,4136.94,4136.94,8
136,137,104.39,99,64,27.47,3406.28,6680.96,3274.68,8
137,138,54.11,99,226,14.24,4101.12,12228.9,8127.74,15
138,139,30.48,99,355,8.02,3216.02,10820.4,7604.38,2
139,140,22.0,78,447,5.79,2825.52,9834.0,7008.48,15
140,141,96.41,103,80,25.37,3145.88,7712.8,6672.63,4
141,142,180.08,33,13,47.39,0.0,2341.04,2341.04,4
142,143,125.48,55,37,33.02,2014.22,4642.76,2628.54,4
143,144,56.2,28,169,14.79,2588.25,9497.8,6909.55,12
144,145,141.44,31,28,37.22,0.0,3960.32,3960.32,15
145,146,91.31,63,65,24.03,2571.21,5935.15,3363.94,9
146,147,41.31,86,232,10.87,2793.59,9583.92,6790.33,14
147,148,152.72,43,21,40.19,0.0,3207.12,3207.12,11
148,149,170.51,28,19,44.87,0.0,3239.69,3239.69,6
149,150,51.22,131,265,13.48,5001.08,13573.3,8572.22,12
150,151,35.38,109,317,9.31,3416.77,11215.5,7798.69,13
151,152,188.56,50,4,49.62,0.0,754.24,754.24,11
152,153,126.31,24,36,33.24,0.0,4547.16,4547.16,9
153,154,96.79,53,56,25.47,1935.72,5420.24,3484.52,13
154,155,187.8,31,16,49.42,0.0,3004.8,3004.8,14
155,156,11.25,62,505,2.96,1568.8,5681.25,4112.45,6
156,157,105.83,131,39,27.85,3926.85,4127.37,200.52,2
157,158,76.57,38,114,20.15,2015.0,8728.98,6713.98,7
158,159,138.17,46,30,36.36,1054.44,4145.1,3090.66,9
159,160,111.87,133,35,29.44,3797.76,3915.45,117.69,2
160,161,51.38,40,215,13.52,3042.0,11046.7,8004.7,9
161,162,81.7,82,113,21.5,2945.5,9232.1,6286.6,1
162,163,162.15,34,16,42.67,0.0,2594.4,2594.4,14
163,164,18.66,63,450,4.91,2248.78,8397.0,6148.22,7
164,165,6.42,25,550,1.69,915.98,3531.0,2615.02,12
165,166,119.93,39,48,31.56,757.44,5756.64,4999.2,11
166,167,67.41,91,114,17.74,2856.14,7684.74,4828.6,2
167,168,42.86,42,339,11.28,3925.44,14529.5,10604.1,9
168,169,94.7,102,68,24.92,3115.0,6439.6,3324.6,9
169,170,169.25,144,19,44.54,5612.04,3215.75,-2396.29,6
170,171,122.74,23,42,32.3,0.0,5155.08,5155.08,6
171,172,36.78,60,302,9.68,2913.68,11107.6,8193.88,9
172,173,64.33,53,151,16.93,2522.57,9713.83,7191.26,8
173,174,35.87,28,293,9.44,2511.04,10509.9,7998.87,12
174,175,75.39,74,95,19.84,2559.36,7162.05,4602.69,6
175,176,38.76,38,315,10.2,3049.8,12209.4,9159.6,8
176,177,184.11,46,11,48.45,0.0,2025.21,2025.21,9
177,178,169.29,32,16,44.55,0.0,2708.64,2708.64,12
178,179,61.41,71,144,16.16,2650.24,8843.04,6192.8,2
179,180,23.03,62,397,6.06,2472.48,9142.91,6670.43,6
180,181,9.5,141,523,2.5,1495.0,4968.5,3473.5,3
181,182,105.72,76,49,27.82,1808.3,5180.28,3371.98,9
182,183,55.63,80,160,14.64,2781.6,8900.8,6119.2,3
183,184,24.02,42,431,6.32,2578.56,10352.6,7774.06,5
184,185,12.58,33,490,3.31,1602.04,6164.2,4562.16,15
185,186,181.68,31,9,47.81,0.0,1635.12,1635.12,12
186,187,9.23,57,562,2.43,1411.83,5187.26,3775.43,3
187,188,171.42,116,18,45.11,4601.22,3085.56,-1515.66,11
188,189,59.05,64,178,15.54,3372.18,10510.9,7138.72,6
189,190,27.51,146,319,7.24,3163.88,8775.69,5611.81,4
190,191,118.98,50,25,31.31,1001.92,2974.5,1972.58,8
191,192,16.23,56,450,4.27,2019.71,7303.5,5283.79,5
192,193,189.47,45,10,49.86,0.0,1894.7,1894.7,15
193,194,43.89,23,220,11.55,2113.65,9655.8,7542.15,14
194,195,70.64,86,123,18.59,2602.6,8688.72,6086.12,9
195,196,181.3,38,14,47.71,0.0,2538.2,2538.2,10
196,197,21.13,73,467,5.56,2768.88,9867.71,7098.83,6
197,198,134.14,23,44,35.3,0.0,5902.16,5902.16,14
198,199,21.74,95,407,5.72,2551.12,8848.18,6297.06,14
199,200,62.81,115,165,16.53,3868.02,10363.7,6495.63,10
200,201,117.34,27,37,30.88,0.0,4341.58,4341.58,4
201,202,43.17,43,248,11.36,2703.68,10706.2,8002.48,11
202,203,123.73,159,28,32.56,4623.52,3464.44,-1159.08,8
203,204,18.92,79,416,4.98,2141.4,7870.72,5729.32,13
204,205,102.79,86,67,27.05,3489.45,6886.93,3397.48,15
205,206,80.37,58,85,21.15,1924.65,6831.45,4906.8,10
206,207,169.14,28,15,44.51,0.0,2537.1,2537.1,15
207,208,91.92,79,67,24.19,1983.58,6158.64,4175.06,9
208,209,180.04,36,14,47.38,0.0,2520.56,2520.56,9
209,210,26.41,52,350,6.95,2432.5,9243.5,6811.0,13
210,211,49.25,101,164,12.96,2928.96,8077.0,5148.04,15
211,212,177.0,160,15,46.58,6847.26,2655.0,-4192.26,7
212,213,32.19,65,316,8.47,2837.45,10172.0,7334.59,6
213,214,75.39,37,106,19.84,2341.12,7991.34,5650.22,6
214,215,192.2,60,6,50.58,0.0,1153.2,1153.2,12
215,216,145.35,99,25,38.25,3557.25,3633.75,76.5002,3
216,217,156.48,45,17,41.18,0.0,2660.16,2660.16,4
217,218,81.24,80,102,21.38,2544.22,8286.48,5742.26,14
218,219,5.24,153,525,1.38,859.74,2751.0,1891.26,8
219,220,179.4,56,11,47.21,0.0,1973.4,1973.4,11
220,221,109.36,50,57,28.78,1554.12,6233.52,4679.4,7
221,222,37.66,36,317,9.91,2903.63,11938.2,9034.59,5
222,223,105.83,104,50,27.85,2673.6,5291.5,2617.9,14
223,224,135.58,40,28,35.68,0.0,3796.24,3796.24,3
224,225,100.47,141,57,26.44,3939.56,5726.79,1787.23,12
225,226,57.04,72,188,15.01,3002.0,10723.5,7721.52,1
226,227,68.93,117,131,18.14,3410.32,9029.83,5619.51,10
227,228,129.31,38,28,34.03,884.78,3620.68,2735.9,10
228,229,68.82,104,111,18.11,3314.13,7639.02,4324.89,12
229,230,186.12,86,14,48.98,3232.68,2605.68,2605.68,3
230,231,154.66,50,18,40.7,1872.2,2783.88,911.68,1
231,232,174.31,114,8,45.87,4678.74,1394.48,-3284.26,13
232,233,193.57,87,16,50.94,3463.92,3097.12,-366.8,11
233,234,183.08,44,17,48.18,0.0,3112.36,3112.36,10
234,235,142.84,51,34,37.59,1879.5,4856.56,2977.06,15
235,236,125.44,39,28,33.01,0.0,3512.32,3512.32,5
236,237,44.16,22,247,11.62,2416.96,10907.5,8490.56,2
237,238,86.41,41,83,22.74,2296.74,7172.03,4875.29,13
238,239,55.44,57,167,14.59,2611.61,9258.48,6646.87,11
239,240,92.99,117,60,24.47,2789.58,5579.4,2789.82,4
240,241,178.07,49,16,46.86,0.0,2849.12,2849.12,3
241,242,45.14,57,254,11.88,3112.56,11465.6,8353.0,9
242,243,69.43,33,121,18.27,2338.56,8401.03,6062.47,13
243,244,50.39,111,216,13.26,4017.78,10884.2,6866.46,8
244,245,161.92,23,17,42.61,0.0,2752.64,2752.64,2
245,246,174.23,97,20,45.85,4218.2,3484.6,-733.6,11
246,247,139.5,161,25,36.71,5322.95,3487.5,-1835.45,4
247,248,119.02,27,33,31.32,970.92,3927.66,2956.74,11
248,249,161.5,22,30,42.5,0.0,4845.0,4845.0,15
249,250,85.31,149,82,22.45,4579.8,6995.42,2415.62,13
