,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9107,145822.0,251921.0,106099.0,1
1,2,13546,215877.0,362214.0,146337.0,1
2,3,9730,201867.0,347524.0,145657.0,1
3,4,8478,177515.0,312145.0,134629.0,1
4,5,9255,142480.0,244046.0,101567.0,1
5,6,12936,183477.0,301196.0,117718.0,1
6,7,9443,191444.0,318845.0,127400.0,1
7,8,5064,142595.0,241038.0,98443.4,1
8,9,4693,127939.0,216472.0,88533.0,1
9,10,7985,161395.0,272035.0,110640.0,1
10,11,7667,156683.0,262142.0,105459.0,1
11,12,8640,166126.0,275130.0,109004.0,1
12,13,3015,52445.0,90430.3,37985.4,1
13,14,12393,203045.0,342185.0,139140.0,1
14,15,8580,155949.0,263076.0,107126.0,1
