,idProduto,prodValor,prodEstoque,prodVendas,prodCusto,prodCustoAcum,prodGanhoAcum,prodLucro,Departamento_idDepartamento
0,1,23.74,109,666,11.87,8534.53,15810.8,7276.31,3
1,2,32.08,80,658,16.04,11067.6,21108.6,10041.0,15
2,3,86.42,49,132,43.21,6222.24,11407.4,5185.2,8
3,4,79.18,146,173,39.59,9976.68,13698.1,3721.46,12
4,5,22.12,23,792,11.06,8405.6,17519.0,9113.44,15
5,6,75.42,73,184,37.71,8673.3,13877.3,5203.98,12
6,7,58.2,46,312,29.1,9050.1,18158.4,9108.3,12
7,8,81.76,85,199,40.88,10383.5,16270.2,5886.72,6
8,9,34.8,85,561,17.4,10509.6,19522.8,9013.2,4
9,10,69.22,109,225,34.61,9448.53,15574.5,6125.97,1
10,11,58.72,137,302,29.36,11567.8,17733.4,6165.6,8
11,12,38.64,104,560,19.32,12384.1,21638.4,9254.28,9
12,13,4.76,157,936,2.38,2551.36,4455.36,2232.44,7
13,14,17.64,85,708,8.82,6809.04,12489.1,5680.08,7
14,15,18.04,79,834,9.02,7910.54,15045.4,7134.82,5
15,16,94.72,81,139,47.36,9235.2,13166.1,3930.88,10
16,17,101.12,50,105,50.56,6825.6,10617.6,3792.0,3
17,18,44.84,70,415,22.42,10044.2,18608.6,8564.44,8
18,19,80.82,124,155,40.41,8809.38,12527.1,3717.72,11
19,20,35.22,36,531,17.61,9033.93,18701.8,9667.89,2
20,21,4.64,57,1039,2.32,2461.52,4820.96,2359.44,6
21,22,69.74,44,220,34.87,7880.62,15342.8,7462.18,10
22,23,54.48,29,315,27.24,8280.96,17161.2,8880.24,6
23,24,71.04,63,257,35.52,9519.36,18257.3,8737.92,12
24,25,22.06,99,682,11.03,7952.63,15044.9,7092.29,12
25,26,40.32,32,465,20.16,9555.84,18748.8,9192.96,12
26,27,24.3,38,681,12.15,8395.65,16548.3,8152.65,7
27,28,80.72,98,186,40.36,8758.12,15013.9,6255.8,6
28,29,20.86,31,729,10.43,7540.89,15206.9,7666.05,4
29,30,71.92,80,189,35.96,7767.36,13592.9,5825.52,15
30,31,87.64,108,160,43.82,10516.8,14022.4,3505.6,2
31,32,11.06,141,841,5.53,5275.62,9301.46,4025.84,6
32,33,18.64,59,744,9.32,7055.24,13868.2,6812.92,13
33,34,85.7,94,167,42.85,8355.75,14311.9,5956.15,1
34,35,40.68,154,461,20.34,11471.8,18753.5,7281.72,5
35,36,34.18,51,577,17.09,10048.9,19721.9,9672.94,9
36,37,45.36,29,408,22.68,8414.28,18506.9,10092.6,1
37,38,53.54,72,356,26.77,10333.2,19060.2,8727.02,4
38,39,89.5,74,130,44.75,8010.25,11635.0,3624.75,14
39,40,99.54,38,105,49.77,6121.71,10451.7,4329.99,7
40,41,85.28,56,190,42.64,8314.8,16203.2,7888.4,9
41,42,71.62,21,250,35.81,8486.97,17905.0,9418.03,14
42,43,46.54,103,490,23.27,12263.3,22804.6,10541.3,5
43,44,57.48,77,306,28.74,9455.46,17588.9,8133.42,13
44,45,46.06,143,404,23.03,11929.5,18608.2,6678.7,4
45,46,29.36,76,687,14.68,10731.1,20170.3,9439.24,13
46,47,99.7,39,117,49.85,4935.15,11664.9,6729.75,8
47,48,63.68,42,254,31.84,8310.24,16174.7,7864.48,11
48,49,100.84,83,103,50.42,6352.92,10386.5,4033.6,8
49,50,84.02,30,215,42.01,8191.95,18064.3,9872.35,12
50,51,7.84,96,989,3.92,3994.48,7753.76,3759.28,12
51,52,24.66,110,661,12.33,8889.93,16300.3,7410.33,5
52,53,23.46,31,686,11.73,7835.64,16093.6,8257.92,10
53,54,28.58,88,635,14.29,9802.94,18148.3,8345.36,1
54,55,37.22,130,470,18.61,9974.96,17493.4,7518.44,7
